Metro,Dimension Type,Month,Dimension,Measure,Value,YoY,mnth,yr
Boston,Job Title,2018-03,Accountant,Median Base Pay,62492.0,0.006999999999999999,3,2018
Boston,Job Title,2018-03,Sales Representative,Median Base Pay,57335.0,0.042,3,2018
Boston,Job Title,2018-03,Professor,Median Base Pay,121470.0,-0.045,3,2018
Boston,Job Title,2018-03,Registered Nurse,Median Base Pay,76699.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Marketing Manager,Median Base Pay,84248.0,0.016,3,2018
Boston,Job Title,2018-03,Operations Manager,Median Base Pay,76002.0,0.0,3,2018
Boston,Job Title,2018-03,Product Manager,Median Base Pay,108095.0,0.025,3,2018
Boston,Job Title,2018-03,Sales Manager,Median Base Pay,77141.0,0.018000000000000002,3,2018
Boston,Job Title,2018-03,Teacher,Median Base Pay,59311.0,0.031,3,2018
Boston,Job Title,2018-03,Bank Teller,Median Base Pay,33407.0,0.057999999999999996,3,2018
Boston,Job Title,2018-03,Customer Service Manager,Median Base Pay,62174.0,0.012,3,2018
Boston,Job Title,2018-03,Physical Therapist,Median Base Pay,75127.0,-0.006,3,2018
Boston,Job Title,2018-03,Mechanical Engineer,Median Base Pay,82049.0,0.021,3,2018
Boston,Job Title,2018-03,Recruiter,Median Base Pay,58273.0,0.0,3,2018
Boston,Job Title,2018-03,Design Engineer,Median Base Pay,89099.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Pharmacy Technician,Median Base Pay,32043.0,0.038,3,2018
Boston,Job Title,2018-03,Graphic Designer,Median Base Pay,55558.0,0.022000000000000002,3,2018
Boston,Job Title,2018-03,Web Developer,Median Base Pay,85022.0,0.045,3,2018
Boston,Job Title,2018-03,Business Development Manager,Median Base Pay,78640.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Data Scientist,Median Base Pay,108390.0,0.015,3,2018
Boston,Job Title,2018-03,Buyer,Median Base Pay,60242.0,0.01,3,2018
Boston,Job Title,2018-03,Data Analyst,Median Base Pay,69932.0,0.015,3,2018
Boston,Job Title,2018-03,Electrical Engineer,Median Base Pay,85035.0,0.015,3,2018
Boston,Job Title,2018-03,Attorney,Median Base Pay,112329.0,0.022000000000000002,3,2018
Boston,Job Title,2018-03,Human Resources Manager,Median Base Pay,84537.0,0.022000000000000002,3,2018
Boston,Job Title,2018-03,Technician,Median Base Pay,48831.0,-0.012,3,2018
Boston,Job Title,2018-03,Restaurant Cook,Median Base Pay,34249.0,0.046,3,2018
Boston,Job Title,2018-03,Production Manager,Median Base Pay,70646.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Manufacturing Engineer,Median Base Pay,79423.0,0.018000000000000002,3,2018
Boston,Job Title,2018-03,Retail Key Holder,Median Base Pay,33817.0,0.015,3,2018
Boston,Job Title,2018-03,Paralegal,Median Base Pay,57411.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Java Developer,Median Base Pay,93090.0,0.023,3,2018
Boston,Job Title,2018-03,Warehouse Associate,Median Base Pay,47337.0,0.013000000000000001,3,2018
Boston,Job Title,2018-03,Property Manager,Median Base Pay,64283.0,0.027999999999999997,3,2018
Boston,Job Title,2018-03,Producer,Median Base Pay,65798.0,0.006,3,2018
Boston,Job Title,2018-03,Quality Engineer,Median Base Pay,84790.0,-0.013999999999999999,3,2018
Boston,Job Title,2018-03,Operations Analyst,Median Base Pay,59364.0,0.021,3,2018
Boston,Job Title,2018-03,Medical Assistant,Median Base Pay,41734.0,0.018000000000000002,3,2018
Boston,Job Title,2018-03,Tax Manager,Median Base Pay,109426.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Technical Editor,Median Base Pay,61288.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Truck Driver,Median Base Pay,59935.0,0.040999999999999995,3,2018
Boston,Job Title,2018-03,Insurance Agent,Median Base Pay,43837.0,-0.009000000000000001,3,2018
Boston,Job Title,2018-03,Medical Technologist,Median Base Pay,63819.0,0.027999999999999997,3,2018
Boston,Job Title,2018-03,Field Engineer,Median Base Pay,74753.0,0.026000000000000002,3,2018
Boston,Job Title,2018-03,Machine Operator,Median Base Pay,42860.0,0.024,3,2018
Boston,Job Title,2018-03,Communications Manager,Median Base Pay,79106.0,-0.018000000000000002,3,2018
Boston,Job Title,2018-03,Construction Laborer,Median Base Pay,47682.0,0.024,3,2018
Boston,Job Title,2018-03,Emergency Medical Technician,Median Base Pay,41063.0,0.03,3,2018
Boston,Job Title,2018-03,Web Designer,Median Base Pay,66561.0,0.049,3,2018
Boston,Job Title,2018-03,Maintenance Worker,Median Base Pay,45072.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Barista,Median Base Pay,26704.0,0.028999999999999998,3,2018
Boston,Job Title,2018-03,Bartender,Median Base Pay,39269.0,-0.037000000000000005,3,2018
Boston,Job Title,2018-03,Civil Engineer,Median Base Pay,72297.0,0.027000000000000003,3,2018
Boston,Job Title,2018-03,Claims Adjuster,Median Base Pay,53015.0,0.028999999999999998,3,2018
Boston,Job Title,2018-03,Certified Nursing Assistant,Median Base Pay,34790.0,0.018000000000000002,3,2018
Boston,Job Title,2018-03,Customer Service Representative,Median Base Pay,45050.0,0.025,3,2018
Boston,Job Title,2018-03,Delivery Driver,Median Base Pay,44015.0,0.061,3,2018
Boston,Job Title,2018-03,Financial Advisor,Median Base Pay,67461.0,0.09699999999999999,3,2018
Boston,Job Title,2018-03,Licensed Practical Nurse,Median Base Pay,55189.0,0.016,3,2018
Boston,Job Title,2018-03,Loan Officer,Median Base Pay,49827.0,0.023,3,2018
Boston,Job Title,2018-03,Maintenance Technician,Median Base Pay,52301.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Material Handler,Median Base Pay,44445.0,0.013999999999999999,3,2018
Boston,Job Title,2018-03,Network Engineer,Median Base Pay,84962.0,0.048,3,2018
Boston,Job Title,2018-03,Office Manager,Median Base Pay,58272.0,0.016,3,2018
Boston,Job Title,2018-03,Pharmacist,Median Base Pay,118932.0,0.01,3,2018
Boston,Job Title,2018-03,Process Engineer,Median Base Pay,84508.0,0.023,3,2018
Boston,Job Title,2018-03,Program Manager,Median Base Pay,89438.0,0.006999999999999999,3,2018
Boston,Job Title,2018-03,Research Assistant,Median Base Pay,36597.0,-0.012,3,2018
Boston,Job Title,2018-03,Restaurant Manager,Median Base Pay,61155.0,0.011000000000000001,3,2018
Boston,Job Title,2018-03,Security Officer,Median Base Pay,41484.0,0.027000000000000003,3,2018
Boston,Job Title,2018-03,Server,Median Base Pay,40962.0,0.023,3,2018
Boston,Job Title,2018-03,Solutions Architect,Median Base Pay,109453.0,0.026000000000000002,3,2018
Boston,Job Title,2018-03,Systems Engineer,Median Base Pay,87346.0,0.017,3,2018
Boston,Job Title,2018-03,Technical Support,Median Base Pay,57094.0,0.022000000000000002,3,2018
Boston,Job Title,2018-03,UX Designer,Median Base Pay,86770.0,0.001,3,2018
Washington DC,Job Title,2018-03,Software Engineer,Median Base Pay,95030.0,0.021,3,2018
Washington DC,Job Title,2018-03,Programmer Analyst,Median Base Pay,78668.0,-0.009000000000000001,3,2018
Washington DC,Job Title,2018-03,Consultant,Median Base Pay,81476.0,-0.001,3,2018
Washington DC,Job Title,2018-03,Project Manager,Median Base Pay,89127.0,-0.003,3,2018
Washington DC,Job Title,2018-03,Store Manager,Median Base Pay,57161.0,-0.002,3,2018
Washington DC,Job Title,2018-03,Business Analyst,Median Base Pay,77178.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Cashier,Median Base Pay,28835.0,0.03,3,2018
Washington DC,Job Title,2018-03,Financial Analyst,Median Base Pay,72510.0,0.013999999999999999,3,2018
Washington DC,Job Title,2018-03,Administrative Assistant,Median Base Pay,47615.0,-0.001,3,2018
Washington DC,Job Title,2018-03,Accountant,Median Base Pay,64631.0,0.006,3,2018
Washington DC,Job Title,2018-03,Sales Representative,Median Base Pay,54250.0,0.040999999999999995,3,2018
Washington DC,Job Title,2018-03,Professor,Median Base Pay,98975.0,-0.045,3,2018
Washington DC,Job Title,2018-03,Registered Nurse,Median Base Pay,71708.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Marketing Manager,Median Base Pay,79940.0,0.015,3,2018
Washington DC,Job Title,2018-03,Operations Manager,Median Base Pay,75178.0,-0.001,3,2018
Washington DC,Job Title,2018-03,Product Manager,Median Base Pay,107319.0,0.024,3,2018
Washington DC,Job Title,2018-03,Sales Manager,Median Base Pay,71083.0,0.017,3,2018
Washington DC,Job Title,2018-03,Teacher,Median Base Pay,59204.0,0.031,3,2018
Washington DC,Job Title,2018-03,Bank Teller,Median Base Pay,33206.0,0.057999999999999996,3,2018
Washington DC,Job Title,2018-03,Customer Service Manager,Median Base Pay,56970.0,0.012,3,2018
Washington DC,Job Title,2018-03,Physical Therapist,Median Base Pay,80567.0,-0.006999999999999999,3,2018
Washington DC,Job Title,2018-03,Mechanical Engineer,Median Base Pay,79159.0,0.021,3,2018
Washington DC,Job Title,2018-03,Recruiter,Median Base Pay,61261.0,-0.001,3,2018
Washington DC,Job Title,2018-03,Design Engineer,Median Base Pay,83321.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Pharmacy Technician,Median Base Pay,31809.0,0.038,3,2018
Washington DC,Job Title,2018-03,Graphic Designer,Median Base Pay,55760.0,0.022000000000000002,3,2018
Washington DC,Job Title,2018-03,Web Developer,Median Base Pay,86364.0,0.044000000000000004,3,2018
Washington DC,Job Title,2018-03,Business Development Manager,Median Base Pay,85279.0,0.013999999999999999,3,2018
Washington DC,Job Title,2018-03,Data Scientist,Median Base Pay,104399.0,0.015,3,2018
Washington DC,Job Title,2018-03,Buyer,Median Base Pay,60197.0,0.009000000000000001,3,2018
Washington DC,Job Title,2018-03,Data Analyst,Median Base Pay,71521.0,0.015,3,2018
Washington DC,Job Title,2018-03,Electrical Engineer,Median Base Pay,84855.0,0.015,3,2018
Washington DC,Job Title,2018-03,Attorney,Median Base Pay,137404.0,0.021,3,2018
Washington DC,Job Title,2018-03,Human Resources Manager,Median Base Pay,82197.0,0.021,3,2018
Washington DC,Job Title,2018-03,Technician,Median Base Pay,51178.0,-0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Restaurant Cook,Median Base Pay,31661.0,0.045,3,2018
Washington DC,Job Title,2018-03,Production Manager,Median Base Pay,72733.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Manufacturing Engineer,Median Base Pay,78723.0,0.017,3,2018
Washington DC,Job Title,2018-03,Retail Key Holder,Median Base Pay,32160.0,0.015,3,2018
Washington DC,Job Title,2018-03,Paralegal,Median Base Pay,57969.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Java Developer,Median Base Pay,84373.0,0.022000000000000002,3,2018
Washington DC,Job Title,2018-03,Warehouse Associate,Median Base Pay,41183.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Property Manager,Median Base Pay,62976.0,0.027000000000000003,3,2018
Washington DC,Job Title,2018-03,Producer,Median Base Pay,68318.0,0.006,3,2018
Washington DC,Job Title,2018-03,Quality Engineer,Median Base Pay,78637.0,-0.013999999999999999,3,2018
Washington DC,Job Title,2018-03,Operations Analyst,Median Base Pay,71702.0,0.021,3,2018
Washington DC,Job Title,2018-03,Medical Assistant,Median Base Pay,39699.0,0.018000000000000002,3,2018
Washington DC,Job Title,2018-03,Tax Manager,Median Base Pay,114427.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Technical Editor,Median Base Pay,66129.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Truck Driver,Median Base Pay,54155.0,0.040999999999999995,3,2018
Washington DC,Job Title,2018-03,Insurance Agent,Median Base Pay,45746.0,-0.01,3,2018
Washington DC,Job Title,2018-03,Medical Technologist,Median Base Pay,57333.0,0.027000000000000003,3,2018
Washington DC,Job Title,2018-03,Field Engineer,Median Base Pay,73050.0,0.025,3,2018
Washington DC,Job Title,2018-03,Machine Operator,Median Base Pay,44646.0,0.023,3,2018
Washington DC,Job Title,2018-03,Communications Manager,Median Base Pay,82211.0,-0.018000000000000002,3,2018
Washington DC,Job Title,2018-03,Construction Laborer,Median Base Pay,40244.0,0.023,3,2018
Washington DC,Job Title,2018-03,Emergency Medical Technician,Median Base Pay,43766.0,0.03,3,2018
Washington DC,Job Title,2018-03,Web Designer,Median Base Pay,68014.0,0.048,3,2018
Washington DC,Job Title,2018-03,Maintenance Worker,Median Base Pay,41431.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Barista,Median Base Pay,26002.0,0.027999999999999997,3,2018
Washington DC,Job Title,2018-03,Bartender,Median Base Pay,34979.0,-0.038,3,2018
Washington DC,Job Title,2018-03,Civil Engineer,Median Base Pay,75834.0,0.026000000000000002,3,2018
Washington DC,Job Title,2018-03,Claims Adjuster,Median Base Pay,53461.0,0.028999999999999998,3,2018
Washington DC,Job Title,2018-03,Certified Nursing Assistant,Median Base Pay,32549.0,0.017,3,2018
Washington DC,Job Title,2018-03,Customer Service Representative,Median Base Pay,41716.0,0.024,3,2018
Washington DC,Job Title,2018-03,Delivery Driver,Median Base Pay,40853.0,0.06,3,2018
Washington DC,Job Title,2018-03,Financial Advisor,Median Base Pay,62282.0,0.096,3,2018
Washington DC,Job Title,2018-03,Licensed Practical Nurse,Median Base Pay,48383.0,0.015,3,2018
Washington DC,Job Title,2018-03,Loan Officer,Median Base Pay,53576.0,0.023,3,2018
Washington DC,Job Title,2018-03,Maintenance Technician,Median Base Pay,49372.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Material Handler,Median Base Pay,39395.0,0.013000000000000001,3,2018
Washington DC,Job Title,2018-03,Network Engineer,Median Base Pay,87567.0,0.047,3,2018
Washington DC,Job Title,2018-03,Office Manager,Median Base Pay,56742.0,0.016,3,2018
Washington DC,Job Title,2018-03,Pharmacist,Median Base Pay,124200.0,0.009000000000000001,3,2018
Washington DC,Job Title,2018-03,Process Engineer,Median Base Pay,83731.0,0.022000000000000002,3,2018
Washington DC,Job Title,2018-03,Program Manager,Median Base Pay,100410.0,0.006999999999999999,3,2018
Washington DC,Job Title,2018-03,Research Assistant,Median Base Pay,35177.0,-0.012,3,2018
Washington DC,Job Title,2018-03,Restaurant Manager,Median Base Pay,58135.0,0.01,3,2018
Washington DC,Job Title,2018-03,Security Officer,Median Base Pay,46442.0,0.026000000000000002,3,2018
Washington DC,Job Title,2018-03,Server,Median Base Pay,35644.0,0.022000000000000002,3,2018
Washington DC,Job Title,2018-03,Solutions Architect,Median Base Pay,117144.0,0.026000000000000002,3,2018
Washington DC,Job Title,2018-03,Systems Engineer,Median Base Pay,90388.0,0.016,3,2018
Washington DC,Job Title,2018-03,Technical Support,Median Base Pay,57416.0,0.021,3,2018
Washington DC,Job Title,2018-03,UX Designer,Median Base Pay,87528.0,0.001,3,2018
National,Job Title,2018-04,Software Engineer,Median Base Pay,86403.0,0.015,4,2018
National,Job Title,2018-04,Programmer Analyst,Median Base Pay,69239.0,0.001,4,2018
National,Job Title,2018-04,Consultant,Median Base Pay,72120.0,-0.006,4,2018
National,Job Title,2018-04,Project Manager,Median Base Pay,73575.0,-0.006,4,2018
National,Job Title,2018-04,Store Manager,Median Base Pay,48974.0,0.005,4,2018
National,Job Title,2018-04,Business Analyst,Median Base Pay,65094.0,0.009000000000000001,4,2018
National,Job Title,2018-04,Cashier,Median Base Pay,27923.0,0.034,4,2018
National,Job Title,2018-04,Financial Analyst,Median Base Pay,63342.0,0.017,4,2018
National,Job Title,2018-04,Administrative Assistant,Median Base Pay,39076.0,-0.002,4,2018
National,Job Title,2018-04,Accountant,Median Base Pay,56126.0,0.01,4,2018
National,Job Title,2018-04,Sales Representative,Median Base Pay,47946.0,0.031,4,2018
National,Job Title,2018-04,Professor,Median Base Pay,86166.0,-0.033,4,2018
National,Job Title,2018-04,Registered Nurse,Median Base Pay,66914.0,0.01,4,2018
National,Job Title,2018-04,Marketing Manager,Median Base Pay,69032.0,0.018000000000000002,4,2018
National,Job Title,2018-04,Operations Manager,Median Base Pay,66816.0,0.001,4,2018
National,Job Title,2018-04,Product Manager,Median Base Pay,93367.0,0.026000000000000002,4,2018
National,Job Title,2018-04,Sales Manager,Median Base Pay,61974.0,0.021,4,2018
National,Job Title,2018-04,Teacher,Median Base Pay,47252.0,0.03,4,2018
National,Job Title,2018-04,Bank Teller,Median Base Pay,30066.0,0.055,4,2018
National,Job Title,2018-04,Customer Service Manager,Median Base Pay,54966.0,0.02,4,2018
National,Job Title,2018-04,Physical Therapist,Median Base Pay,74019.0,-0.004,4,2018
National,Job Title,2018-04,Mechanical Engineer,Median Base Pay,74789.0,0.023,4,2018
National,Job Title,2018-04,Recruiter,Median Base Pay,51016.0,0.006,4,2018
National,Job Title,2018-04,Design Engineer,Median Base Pay,71809.0,0.023,4,2018
National,Job Title,2018-04,Pharmacy Technician,Median Base Pay,30605.0,0.032,4,2018
National,Job Title,2018-04,Graphic Designer,Median Base Pay,45190.0,0.025,4,2018
National,Job Title,2018-04,Web Developer,Median Base Pay,65414.0,0.039,4,2018
National,Job Title,2018-04,Business Development Manager,Median Base Pay,68830.0,0.027000000000000003,4,2018
National,Job Title,2018-04,Data Scientist,Median Base Pay,95879.0,0.003,4,2018
National,Job Title,2018-04,Buyer,Median Base Pay,57437.0,0.009000000000000001,4,2018
National,Job Title,2018-04,Data Analyst,Median Base Pay,59786.0,0.008,4,2018
National,Job Title,2018-04,Electrical Engineer,Median Base Pay,77213.0,0.013000000000000001,4,2018
National,Job Title,2018-04,Attorney,Median Base Pay,101817.0,0.047,4,2018
National,Job Title,2018-04,Human Resources Manager,Median Base Pay,68139.0,0.019,4,2018
National,Job Title,2018-04,Technician,Median Base Pay,45318.0,-0.011000000000000001,4,2018
National,Job Title,2018-04,Restaurant Cook,Median Base Pay,28897.0,0.03,4,2018
National,Job Title,2018-04,Production Manager,Median Base Pay,66475.0,0.013000000000000001,4,2018
National,Job Title,2018-04,Manufacturing Engineer,Median Base Pay,72230.0,0.011000000000000001,4,2018
National,Job Title,2018-04,Retail Key Holder,Median Base Pay,28982.0,0.017,4,2018
National,Job Title,2018-04,Paralegal,Median Base Pay,48335.0,0.008,4,2018
National,Job Title,2018-04,Java Developer,Median Base Pay,76497.0,0.032,4,2018
National,Job Title,2018-04,Warehouse Associate,Median Base Pay,41793.0,0.01,4,2018
National,Job Title,2018-04,Property Manager,Median Base Pay,50434.0,0.021,4,2018
National,Job Title,2018-04,Producer,Median Base Pay,52234.0,0.004,4,2018
National,Job Title,2018-04,Quality Engineer,Median Base Pay,71467.0,-0.015,4,2018
National,Job Title,2018-04,Operations Analyst,Median Base Pay,53922.0,0.023,4,2018
National,Job Title,2018-04,Medical Assistant,Median Base Pay,34593.0,0.024,4,2018
National,Job Title,2018-04,Tax Manager,Median Base Pay,97327.0,0.024,4,2018
National,Job Title,2018-04,Technical Editor,Median Base Pay,53596.0,0.012,4,2018
National,Job Title,2018-04,Truck Driver,Median Base Pay,53878.0,0.045,4,2018
National,Job Title,2018-04,Insurance Agent,Median Base Pay,43507.0,-0.004,4,2018
National,Job Title,2018-04,Medical Technologist,Median Base Pay,53870.0,0.022000000000000002,4,2018
National,Job Title,2018-04,Field Engineer,Median Base Pay,70525.0,0.019,4,2018
National,Job Title,2018-04,Machine Operator,Median Base Pay,38447.0,0.011000000000000001,4,2018
National,Job Title,2018-04,Communications Manager,Median Base Pay,65882.0,-0.025,4,2018
National,Job Title,2018-04,Construction Laborer,Median Base Pay,39330.0,0.018000000000000002,4,2018
National,Job Title,2018-04,Emergency Medical Technician,Median Base Pay,34872.0,0.031,4,2018
